date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:48	94069/94069	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/components/navbar/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/components/navbar/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:50	48768/48768	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/components/pagination/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/components/pagination/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:51	111684/111684	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/components/navs/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/components/navs/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:51	39249/39249	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/screenshots/sticky-footer-navbar.jpg	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/screenshots/sticky-footer-navbar.jpg	(from http://getbootstrap.com/docs/4.0/examples/)
18:06:54	55963/55963	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/components/scrollspy/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/components/scrollspy/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:54	49005/49005	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/components/popovers/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/components/popovers/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:55	44167/44167	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/components/progress/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/components/progress/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:57	46959/46959	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/components/tooltips/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/components/tooltips/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:57	28408/28408	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/borders/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/borders/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:59	124/124	---MCZ	200	added ('OK')	text/plain	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/robots.txt		(from http://getbootstrap.com/)
18:06:59	22936/22936	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/close-icon/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/close-icon/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:59	24821/24821	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/clearfix/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/clearfix/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:06:59	112527/112527	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/screenshots/offcanvas.jpg	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/screenshots/offcanvas.jpg	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:00	35147/35147	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/colors/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/colors/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:01	31669/31669	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/display/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/display/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:01	26293/26293	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/embed/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/embed/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:02	27063/27063	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/float/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/float/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:03	71232/71232	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/flex/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/flex/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:03	23698/23698	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/image-replacement/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/image-replacement/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:04	25367/25367	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/position/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/position/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:04	23251/23251	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/screenreaders/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/screenreaders/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:05	27448/27448	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/sizing/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/sizing/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:05	29865/29865	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/spacing/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/spacing/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:06	121200/121200	---MCZ	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/dist/css/bootstrap.min.css	(from https://getbootstrap.com/docs/3.3/)
18:07:06	30956/30956	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/text/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/text/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:06	22570/22570	---MCZ	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/css/docs.min.css	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/css/docs.min.css	(from https://getbootstrap.com/docs/3.3/)
18:07:07	23887/23887	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/visibility/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/visibility/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:08	26078/26078	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/utilities/vertical-align/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/utilities/vertical-align/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:08	23103/23103	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/extend/icons/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/extend/icons/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:09	65631/65631	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/migration/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/migration/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:09	2130/2130	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/js/ie-emulation-modes-warning.js	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/js/ie-emulation-modes-warning.js	(from https://getbootstrap.com/docs/3.3/)
18:07:09	27168/27168	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/about/team/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/about/team/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:10	25299/25299	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/about/brand/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/about/brand/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:10	23782/23782	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/about/license/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/about/license/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:10	22663/22663	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/about/translations/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/about/translations/index.html	(from http://getbootstrap.com/docs/4.0/getting-started/introduction/)
18:07:11	6140/6140	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/apple-touch-icon.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/apple-touch-icon.png	(from https://getbootstrap.com/docs/3.3/)
18:07:11	3192/3192	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/starter-template/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/starter-template/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:11	5271/5271	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/grid/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/grid/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:12	4979/4979	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/jumbotron/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/jumbotron/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:12	2726/2726	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/narrow-jumbotron/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/narrow-jumbotron/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:12	16615/16615	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/navbars/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/navbars/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:13	2779/2779	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/navbar-top/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/navbar-top/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:13	2773/2773	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/navbar-top-fixed/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/navbar-top-fixed/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:13	2844/2844	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/navbar-bottom/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/navbar-bottom/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:14	6695/6695	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/album/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/album/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:14	2443/2443	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/cover/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/cover/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:15	10151/10151	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/carousel/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/carousel/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:15	9101/9101	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/blog/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/blog/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:15	9595/9595	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/dashboard/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/dashboard/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:16	1340/1340	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/signin/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/signin/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:16	4959/4959	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/justified-nav/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/justified-nav/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:16	1149/1149	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/sticky-footer/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/sticky-footer/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:16	3127/3127	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/sticky-footer-navbar/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/sticky-footer-navbar/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:17	7130/7130	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	http://getbootstrap.com/docs/4.0/examples/offcanvas/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/4.0/examples/offcanvas/index.html	(from http://getbootstrap.com/docs/4.0/examples/)
18:07:17	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2018%20Dec%202017%2011:37:17%20GMT	https://getbootstrap.com/docs/3.3/getting-started	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/getting-started.2e.delayed	(from https://getbootstrap.com/docs/3.3/)
18:07:18	1249/1249	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:18	65738/65738	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/getting-started/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/getting-started/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:20	14539/14539	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/sass-less.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/sass-less.png	(from https://getbootstrap.com/docs/3.3/)
18:07:20	278248/278248	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/css/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/css/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:21	187519/187519	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/javascript/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/javascript/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:21	268054/268054	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/components/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/components/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:21	6614/6614	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/devices.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/devices.png	(from https://getbootstrap.com/docs/3.3/)
18:07:21	120569/120569	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/customize/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/customize/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:21	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22582a2740-247c%22	https://getbootstrap.com/docs/css/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/css/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:22	2926/2926	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/components.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/components.png	(from https://getbootstrap.com/docs/3.3/)
18:07:23	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22585337e5-247c%22	https://getbootstrap.com/docs/getting-started/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/getting-started/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:29	159273/159273	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-lyft.jpg	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/expo-lyft.jpg	(from https://getbootstrap.com/docs/3.3/)
18:07:29	198624/198624	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-vogue.jpg	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/expo-vogue.jpg	(from https://getbootstrap.com/docs/3.3/)
18:07:29	161715/161715	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-riot.jpg	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/expo-riot.jpg	(from https://getbootstrap.com/docs/3.3/)
18:07:32	178413/178413	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/bs-themes.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/bs-themes.png	(from https://getbootstrap.com/docs/3.3/)
18:07:33	14280/14280	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/about/	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/about/index.html	(from https://getbootstrap.com/docs/3.3/)
18:07:33	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22585337e5-247c%22	https://getbootstrap.com/docs/assets/js/vendor/jquery.min.js	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/assets/js/vendor/jquery.min.js	(from https://getbootstrap.com/docs/3.3/)
18:07:34	97163/97163	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/My%20Web%20Sites/bootstrap4/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://getbootstrap.com/docs/3.3/)
18:07:35	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/dist/js/bootstrap.min.js	(from https://getbootstrap.com/docs/3.3/)
18:07:35	47160/47160	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/js/docs.min.js	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/js/docs.min.js	(from https://getbootstrap.com/docs/3.3/)
18:07:36	641/641	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/js/ie10-viewport-bug-workaround.js	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/js/ie10-viewport-bug-workaround.js	(from https://getbootstrap.com/docs/3.3/)
18:07:36	201647/201647	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/docs/3.3/assets/img/expo-newsweek.jpg	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/docs/3.3/assets/img/expo-newsweek.jpg	(from https://getbootstrap.com/docs/3.3/)
18:07:59	127352/127352	---MCZ	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202017%2020:06:24%20GMT	https://getbootstrap.com/2.3.2/assets/css/bootstrap.css	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/css/bootstrap.css	(from https://getbootstrap.com/2.3.2/)
18:07:59	22111/22111	---MCZ	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202017%2020:06:24%20GMT	https://getbootstrap.com/2.3.2/assets/css/bootstrap-responsive.css	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/css/bootstrap-responsive.css	(from https://getbootstrap.com/2.3.2/)
18:08:00	23791/23791	---MCZ	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202017%2020:06:24%20GMT	https://getbootstrap.com/2.3.2/assets/css/docs.css	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/css/docs.css	(from https://getbootstrap.com/2.3.2/)
18:08:00	817/817	---MCZ	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202017%2020:06:25%20GMT	https://getbootstrap.com/2.3.2/assets/js/google-code-prettify/prettify.css	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/js/google-code-prettify/prettify.css	(from https://getbootstrap.com/2.3.2/)
18:08:02	16780/16780	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:24%20GMT	https://getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-144-precomposed.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-144-precomposed.png	(from https://getbootstrap.com/2.3.2/)
18:08:02	11392/11392	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:24%20GMT	https://getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-114-precomposed.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-114-precomposed.png	(from https://getbootstrap.com/2.3.2/)
18:08:03	5681/5681	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:24%20GMT	https://getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-72-precomposed.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-72-precomposed.png	(from https://getbootstrap.com/2.3.2/)
18:08:04	4026/4026	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202017%2020:06:24%20GMT	https://getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-57-precomposed.png	C:/My%20Web%20Sites/bootstrap4/getbootstrap.com/2.3.2/assets/ico/apple-touch-icon-57-precomposed.png	(from https://getbootstrap.com/2.3.2/)
